q1,q2,q3,xe,ye,thetae
0.44,-0.57,1,330.35,137.88,49.85
0.58,-0.67,-1,298.34,-55.7,-62.45
2.93,-2.47,1,3.76,214.22,83.65
1.07,-2.97,-1,-105.84,-40.09,-166.16
0.76,-2.98,-1,-113.96,-3.81,-184.49
2.37,-2.35,0,166.76,95.85,1.15
1.45,-1.0,1,148.39,314.65,83.08
0.72,-2.52,-1,-54.29,-84.43,-160.43
0.05,-1.78,1,206.1,-208.55,-41.83
1.37,-2.89,1,145.35,-67.04,-29.79
1.04,-3.08,0,-51.76,-119.79,-116.88
1.68,-2.44,-1,55.61,-88.01,-100.84
0.1,-2.19,-1,-64.98,-106.59,-177.04
2.1,-1.11,0,77.03,329.58,56.72
1.03,-0.09,0,220.27,321.41,53.86
1.24,-1.81,1,269.84,106.99,24.64
2.22,-3.1,-1,-35.32,-120.48,-107.72
1.27,-2.9,-1,-82.53,-69.25,-150.69
0.67,-0.63,-1,306.35,-20.57,-55.0
2.86,-3.12,0,126.38,-30.72,-14.9
1.21,-1.89,-1,132.81,-89.34,-96.26
2.55,-2.3,-2,-5.12,-23.26,-100.27
2.3,-2.43,0,171.19,63.24,-7.45
0.73,-1.16,2,215.14,162.5,89.95
2.49,-1.36,-1,81.0,213.26,7.45
0.39,-2.02,0,104.85,-210.12,-93.39
2.07,-1.39,-1,162.25,154.98,-18.33
0.57,-1.07,0,337.62,-54.5,-28.65
2.73,-1.71,-1,78.87,165.38,1.15
0.6,-0.16,-1,335.05,59.72,-32.09
2.24,-2.54,-1,78.32,-61.72,-74.48
0.73,-2.02,-1,47.26,-136.02,-131.21
0.53,-2.75,0,-45.02,-141.39,-127.2
1.15,-0.01,1,37.33,346.28,122.61
1.8,-2.03,0,223.62,67.33,-13.18
1.84,-1.49,0,209.66,214.47,20.05
1.22,-2.94,0,6.02,-135.03,-98.55
0.42,-2.87,-1,-105.29,9.56,-197.67
3.01,-1.8,1,-160.54,243.02,126.62
0.67,-1.59,1,310.24,-12.31,4.58
1.43,-2.91,0,41.82,-130.22,-84.8
0.12,-0.08,-1,333.52,-85.73,-55.0
0.76,-1.02,0,345.49,22.72,-14.9
0.93,-1.07,0,335.17,67.93,-8.02
0.64,-1.5,1,317.82,-2.74,8.02
0.45,-3.03,0,-103.01,-81.91,-147.82
0.63,-3.04,-1,-117.04,24.22,-195.38
1.1,-0.87,1,229.0,268.02,70.47
0.45,-2.24,1,180.29,-162.69,-45.26
1.84,-1.59,1,132.38,280.85,71.62
2.37,-1.6,0,93.47,271.64,44.12
3.08,-1.22,-1,-82.01,231.12,49.27
3.09,-2.31,0,55.01,189.56,44.69
0.61,-0.14,0,338.36,192.22,26.93
1.07,-1.27,1,280.4,181.47,45.84
1.35,-1.95,-1,131.97,-76.5,-91.67
2.88,-0.29,1,-353.45,45.39,205.69
1.11,-1.09,0,317.75,121.64,1.15
0.61,-2.66,0,-13.32,-156.24,-117.46
2.97,-2.72,1,38.86,177.73,71.62
1.5,-2.61,-1,0.25,-98.32,-120.89
0.95,-0.96,-1,274.75,-5.64,-57.87
2.52,-0.63,-1,-64.66,300.16,50.99
1.81,-1.21,0,183.79,273.11,34.38
1.24,-2.29,1,236.75,3.69,-2.86
1.42,-1.04,1,164.91,304.39,79.07
0.62,-2.95,0,-73.17,-113.07,-133.5
1.94,-1.54,1,94.92,299.97,80.21
0.77,-1.06,1,316.49,138.06,40.68
2.91,-0.31,-1,-241.72,226.8,91.67
2.89,-0.77,-1,-137.13,260.26,64.17
1.57,-1.39,0,255.9,176.55,10.31
2.4,-2.29,0,162.57,116.35,6.3
1.83,-1.85,1,169.07,231.02,56.15
1.42,-0.31,0,135.14,361.41,63.6
3.09,-1.28,-1,-70.99,227.16,46.41
3.0,-0.06,1,-346.79,-48.74,225.75
0.17,-0.73,-1,239.67,-177.05,-89.38
1.21,-2.18,-1,68.85,-105.38,-112.87
2.76,-1.03,0,-161.87,305.12,99.12
0.58,-0.28,-1,332.36,25.91,-40.11
2.66,-1.49,1,-137.81,287.26,124.33
1.17,-2.98,-1,-103.0,-48.92,-161.0
2.5,-0.71,1,-254.46,249.46,159.86
2.06,-0.62,-1,73.48,299.01,25.21
0.81,-2.61,1,150.67,-125.7,-45.84
1.12,-2.55,-1,-23.57,-96.6,-139.23
2.89,-2.81,-1,82.43,-60.68,-52.71
0.45,-0.53,0,376.23,35.77,-4.58
2.45,-1.11,1,-160.82,302.86,134.07
1.39,-1.52,0,281.18,94.18,-7.45
2.61,-1.7,0,47.51,271.17,52.14
0.52,-1.7,1,290.24,-78.88,-10.31
0.84,-1.33,-1,211.97,-93.95,-85.37
0.78,-2.61,0,25.78,-159.89,-104.85
3.07,-3.02,-1,75.79,-89.95,-54.43
1.63,-0.86,-1,212.21,190.63,-13.18
1.97,-1.75,0,203.2,176.52,12.61
2.52,-1.66,1,-57.94,298.82,106.57
1.11,-1.37,0,309.07,49.6,-14.9
2.92,-1.24,0,-155.16,287.02,96.26
0.28,-1.25,1,328.37,-67.41,1.72
1.42,-2.51,0,139.78,-102.0,-62.45
0.68,-2.71,1,110.39,-146.24,-59.01
2.32,-0.88,-1,46.04,279.45,25.21
2.49,-2.48,0,156.62,81.44,0.57
0.61,-2.69,1,104.45,-153.69,-61.88
2.97,-2.21,1,-58.31,239.44,100.84
1.7,-2.15,-1,115.97,-56.68,-83.08
1.78,-1.89,0,231.43,98.62,-6.3
2.93,-1.93,1,-110.96,254.9,114.59
0.25,-2.97,-1,-101.51,50.03,-213.14
0.26,-1.38,1,311.33,-99.16,-6.88
1.09,-0.66,1,196.53,298.17,81.93
0.76,-2.27,0,110.03,-169.96,-86.52
0.64,-2.88,1,65.85,-147.28,-71.05
2.27,-0.71,0,-80.86,359.48,89.38
1.47,-1.65,-2,66.59,-0.55,-124.9
2.71,-1.41,2,-211.68,159.14,189.08
1.24,-2.96,1,120.63,-91.32,-41.25
2.11,-0.44,-1,22.27,321.64,38.39
1.91,-1.16,0,146.98,299.82,42.97
2.67,-1.27,-1,26.02,237.79,22.92
1.65,-0.6,1,-5.54,357.71,117.46
0.92,-0.57,-1,304.37,69.33,-37.24
1.01,-0.22,2,38.59,247.21,159.86
0.77,-2.02,0,175.31,-156.24,-71.62
1.53,-1.45,0,264.47,150.67,4.58
2.33,-0.33,1,-272.28,230.85,171.89
0.12,-2.0,-1,-36.07,-141.89,-165.01
1.66,-0.64,1,0.0,357.36,115.74
1.93,-0.75,1,-70.57,348.52,124.9
0.09,-0.65,-1,241.02,-187.36,-89.38
0.95,-0.04,-1,284.88,196.7,-5.16
1.86,-2.1,0,215.47,62.8,-13.75
0.76,-0.36,1,236.06,268.29,80.21
0.17,-2.69,1,29.04,-183.54,-87.09
1.7,-2.51,1,200.55,59.31,10.89
2.63,-3.11,1,114.77,68.21,29.79
0.66,-1.2,1,330.69,70.58,26.36
2.53,-0.89,-1,-11.15,281.97,36.67
0.1,-2.97,1,-34.2,-146.12,-107.14
0.09,-1.3,0,221.26,-231.58,-69.33
1.98,-0.73,1,-92.39,343.78,128.92
2.09,-1.62,2,-50.37,252.63,141.52
2.25,-0.22,-1,-72.36,329.13,59.01
1.69,-0.6,-1,174.14,256.02,5.16
2.4,-1.89,0,131.05,214.74,29.22
1.48,-1.56,0,270.96,108.69,-4.58
2.13,-0.79,1,-129.65,330.15,134.07
1.39,-2.6,-2,-60.43,15.14,-183.92
0.79,-2.18,0,138.25,-163.42,-79.64
2.98,-2.82,-2,-34.54,-83.69,-105.42
0.69,-0.18,0,327.18,209.68,29.22
2.44,-1.72,0,96.17,255.35,41.25
2.92,-1.18,0,-170.6,284.86,99.69
1.91,-0.46,1,-127.72,334.55,140.37
2.99,-0.33,-1,-255.3,209.33,95.11
2.48,-0.04,-1,-184.91,292.66,82.51
0.41,-0.27,1,302.24,188.08,65.32
2.73,-2.2,0,105.19,183.45,30.37
0.81,-1.28,-1,218.62,-94.06,-84.22
0.37,-2.68,0,-53.96,-145.13,-132.35
2.05,-2.19,1,153.61,195.74,49.27
1.54,-1.58,0,263.79,119.54,-2.29
2.86,-2.77,1,64.72,163.07,62.45
2.5,-1.39,-1,82.87,208.51,6.3
3.06,-1.88,0,-30.53,250.99,67.61
1.96,-1.23,1,26.93,335.33,99.12
0.05,-1.38,-1,71.35,-214.05,-133.5
2.63,-1.13,-1,9.93,255.64,28.65
1.91,-1.2,-1,179.9,170.16,-16.62
0.4,-0.34,0,379.27,66.22,3.44
0.01,-2.94,0,-124.21,-53.3,-167.88
2.48,-1.42,-1,90.75,201.07,3.44
1.41,-1.88,0,252.62,10.57,-26.93
2.85,-1.88,0,22.47,251.84,55.58
0.05,-0.21,1,344.95,82.59,48.13
0.52,-1.76,-1,74.39,-160.32,-128.34
1.92,-0.21,1,-180.6,305.28,155.27
0.98,-1.11,0,330.22,74.26,-7.45
2.55,-0.37,0,-256.68,285.73,124.9
0.14,-0.07,-1,336.13,-76.98,-53.29
2.43,-1.03,0,-54.26,341.11,80.21
2.26,-0.81,1,-167.13,312.29,140.37
0.55,-2.47,-1,-60.47,-82.78,-167.3
1.21,-0.58,-1,272.14,151.21,-21.2
0.96,-0.43,-1,302.63,113.34,-26.93
1.95,-1.88,0,211.24,138.95,4.01
2.61,-0.32,0,-283.34,261.5,131.21
0.14,-1.36,0,218.08,-226.03,-69.9
1.8,-1.41,1,114.08,303.91,79.64
2.42,-2.24,1,79.82,229.35,67.61
1.54,-2.36,1,220.59,58.16,10.31
0.55,-1.07,1,338.95,63.39,27.5
2.98,-0.76,1,-336.5,114.29,184.49
1.33,-0.73,0,245.59,273.06,34.38
3.03,-1.76,0,-52.16,262.8,72.77
1.4,-2.38,1,224.48,22.74,1.15
0.93,-2.67,-1,-63.83,-74.75,-156.99
0.48,-0.88,-1,257.14,-118.7,-80.21
2.78,-2.36,0,115.81,152.01,24.06
0.26,-2.27,2,200.35,-85.54,-0.57
2.89,-1.39,1,-220.86,239.84,143.24
1.54,-0.1,1,-78.34,342.73,139.8
1.14,-1.8,1,279.54,81.77,19.48
0.98,-0.88,1,260.73,236.8,63.03
2.0,-2.66,-1,37.02,-90.98,-95.11
0.55,-1.87,-1,54.55,-153.17,-132.93
2.01,-1.05,-1,149.18,218.96,-2.29
2.82,-1.33,-1,1.86,231.85,28.07
1.95,-2.98,1,148.74,5.42,-1.72
2.71,-2.13,1,-10.54,255.62,90.53
1.54,-3.05,-1,-93.02,-76.58,-143.81
1.83,-1.74,1,156.28,252.6,62.45
0.41,-0.81,1,346.26,74.6,34.38
2.57,-2.66,-1,80.26,-56.62,-62.45
0.64,-2.61,0,3.21,-161.92,-112.87
2.13,-2.16,-1,127.9,-5.15,-59.01
2.33,-0.98,1,-152.37,313.64,134.65
1.1,-1.5,-1,200.8,-62.88,-80.21
0.24,-0.21,0,386.16,38.7,1.72
2.01,-2.42,0,183.17,14.02,-23.49
2.1,-0.19,1,-235.41,264.65,166.73
0.57,-2.81,1,71.02,-154.76,-71.05
0.01,-2.3,1,80.38,-221.41,-73.91
1.33,-2.59,-1,-11.91,-97.85,-129.49
1.69,-0.98,1,65.09,342.56,97.98
1.43,-0.06,-1,165.37,303.11,21.2
0.56,-0.05,0,337.06,195.98,29.22
2.13,-1.99,1,114.05,246.46,65.32
2.24,-0.44,0,-139.72,355.16,103.13
1.28,-1.26,1,235.28,237.92,58.44
1.06,-1.24,0,319.35,66.86,-10.31
1.97,-2.67,-1,32.15,-92.89,-97.4
0.83,-1.66,1,303.59,21.99,9.74
0.4,-1.58,0,218.78,-189.77,-67.61
0.77,-0.31,-1,321.32,81.37,-30.94
0.94,-0.09,0,248.27,300.32,48.7
0.97,-1.7,1,295.65,55.22,15.47
1.2,-0.84,0,290.44,212.76,20.63
1.26,-1.76,-1,163.04,-68.23,-85.94
0.14,-0.61,0,360.54,-99.61,-26.93
1.92,-1.75,0,211.77,166.14,9.74
0.91,-2.28,1,226.92,-71.76,-21.2
1.68,-2.35,-1,74.85,-80.86,-95.68
1.21,-2.11,1,256.05,32.78,5.73
0.52,-2.58,0,-9.36,-164.91,-118.03
3.04,-1.41,-1,-31.98,219.55,36.1
2.84,-1.53,0,-57.09,289.82,75.06
0.54,-0.88,-1,263.8,-103.07,-76.78
0.41,-3.0,1,6.01,-146.28,-91.1
0.87,-3.13,0,-81.51,-101.29,-129.49
0.42,-2.43,0,8.14,-182.31,-115.16
2.67,-1.25,1,-193.88,273.46,138.66
0.52,-0.98,0,345.79,-50.83,-26.36
1.71,-2.03,1,206.45,169.59,38.96
0.14,-0.08,1,322.05,139.34,60.73
2.42,-2.65,0,155.56,26.6,-13.18
0.85,-1.25,-1,227.63,-81.07,-80.21
2.59,-2.76,1,105.14,142.06,47.56
2.75,-2.5,-1,100.92,-6.83,-42.97
0.53,-0.48,-1,317.62,-33.53,-54.43
0.9,-1.0,1,290.97,190.69,51.57
0.5,-2.87,1,46.83,-155.71,-78.5
1.32,-2.55,-2,-53.78,14.89,-185.07
0.32,-1.51,1,299.38,-104.35,-10.89
2.76,-0.57,-1,-147.78,274.96,68.18
0.73,-2.08,-1,33.99,-132.64,-134.65
2.12,-2.03,2,-2.89,235.43,119.75
1.26,-2.49,1,209.78,-28.39,-13.18
2.97,-1.89,-1,62.77,147.24,4.58
2.94,-1.42,0,-114.17,285.69,87.09
3.07,-1.11,0,-228.32,249.85,112.3
0.26,-0.55,-1,286.23,-128.66,-73.91
2.59,-2.68,1,98.54,159.08,52.14
1.83,-0.62,1,-64.98,351.62,126.62
0.03,-2.27,0,-31.35,-200.02,-128.34
2.82,-0.66,-1,-143.66,268.35,66.46
1.54,-1.41,1,188.37,264.36,64.74
1.29,-2.78,1,161.22,-65.85,-28.07
2.55,-2.09,0,125.07,187.93,26.36
1.69,-2.61,1,192.88,36.04,4.58
2.47,-0.2,1,-314.37,163.74,187.36
2.27,-2.61,-1,68.63,-70.41,-76.78
1.99,-0.67,0,11.61,370.61,75.63
1.14,-0.79,1,204.88,289.54,77.35
2.06,-1.85,0,193.2,168.95,12.03
2.3,-2.89,1,140.63,76.43,23.49
2.13,-2.52,1,157.83,135.25,34.95
3.0,-1.97,-1,68.17,133.69,1.72
2.69,-1.89,-1,101.01,124.16,-11.46
0.14,-0.45,0,376.33,-61.17,-17.76
0.96,-2.32,-1,9.49,-112.2,-135.22
0.47,-1.14,-1,204.93,-151.21,-95.68
0.32,-2.5,0,-25.38,-172.33,-124.9
2.02,-1.03,1,-38.04,344.53,114.02
1.7,-2.43,0,177.0,-44.47,-41.83
2.01,-0.54,0,-29.12,376.34,84.22
1.47,-0.09,0,62.39,384.62,79.07
1.93,-2.91,2,94.75,124.51,58.44
1.55,-1.66,-1,189.72,-0.74,-63.6
0.35,-2.0,1,215.32,-163.69,-37.24
0.65,-1.95,-1,51.65,-143.53,-131.78
1.48,-2.67,-1,-15.35,-97.09,-125.48
0.29,-2.26,-1,-54.05,-104.8,-170.17
2.66,-1.63,1,-105.91,288.2,116.31
3.01,-2.44,-1,98.74,33.02,-24.64
2.85,-0.12,1,-351.79,17.23,213.71
0.18,-2.22,0,10.33,-208.63,-116.88
0.7,-0.46,-1,319.93,25.09,-43.54
2.65,-2.07,1,-7.06,262.6,90.53
0.91,-1.72,-1,138.62,-117.82,-103.71
2.79,-2.89,0,136.65,18.81,-5.73
0.53,-1.76,-1,75.99,-159.57,-127.77
1.81,-2.47,0,174.6,-33.11,-37.82
0.52,-1.75,1,282.84,-87.57,-13.18
0.46,-2.71,-1,-94.41,-29.37,-186.21
2.39,-3.12,0,98.77,-84.62,-41.83
0.87,-0.58,1,244.42,261.45,73.91
1.56,-3.11,1,114.94,-67.93,-31.51
1.58,-0.31,1,-46.35,353.65,130.06
1.16,-1.1,0,311.45,134.78,3.44
0.52,-0.24,1,275.03,225.06,73.34
2.16,-2.67,0,154.67,-18.85,-29.22
1.61,-1.38,-1,214.81,69.04,-44.12
0.55,-1.42,0,278.48,-130.78,-49.85
1.73,-2.2,-1,108.38,-59.86,-84.22
0.54,-0.26,1,273.71,227.31,73.34
1.89,-2.32,0,195.54,15.05,-24.64
2.53,-0.98,1,-211.64,277.11,146.1
2.76,-0.01,1,-347.48,23.72,214.86
0.81,-2.56,1,161.58,-122.37,-42.97
0.08,-1.03,-1,157.08,-216.12,-111.73
0.66,-2.04,1,248.08,-96.16,-21.77
1.77,-2.58,0,153.54,-60.89,-46.41
2.8,-0.12,-1,-253.05,230.67,96.26
0.24,-2.07,1,180.69,-190.69,-47.56
0.73,-0.12,-1,323.67,111.74,-22.35
0.97,-2.45,-1,-17.3,-102.1,-142.09
1.48,-2.84,0,66.19,-124.78,-77.92
1.76,-0.95,-1,192.85,197.29,-10.89
0.77,-2.94,-1,-109.94,-13.16,-181.63
2.64,-0.46,-1,-138.85,289.32,67.61
1.7,-2.65,1,188.71,29.67,2.86
1.28,-1.71,1,264.89,140.5,32.66
0.79,-2.31,1,210.92,-102.08,-29.79
2.35,-2.98,0,118.73,-60.69,-36.1
1.84,-2.25,-1,105.46,-54.82,-80.79
1.12,-1.57,-1,189.36,-68.59,-83.08
3.1,-2.15,0,21.35,216.89,54.43
2.0,-0.84,-1,126.15,258.1,9.17
1.1,-3.03,-1,-113.83,-33.15,-167.88
3.09,-0.4,-1,-262.25,192.51,96.83
1.64,-2.69,1,185.53,10.43,-2.86
0.91,-1.58,-1,168.81,-107.45,-95.68
1.48,-2.57,-1,7.41,-98.66,-119.75
0.76,-0.31,1,226.95,275.16,83.08
2.19,-1.66,1,42.02,301.48,87.66
1.71,-3.13,0,21.02,-128.31,-81.36
0.14,-1.1,-1,153.96,-208.63,-112.3
1.75,-1.27,1,103.92,317.41,84.8
0.41,-2.26,1,169.2,-170.81,-48.7
2.13,-2.65,-1,50.45,-84.23,-87.09
0.17,-0.08,-1,337.39,-68.96,-52.14
1.91,-2.11,0,211.56,70.94,-11.46
0.67,-0.59,1,292.75,205.77,61.88
0.33,-2.56,0,-36.26,-163.4,-127.77
1.72,-1.19,1,98.14,324.17,87.66
0.22,-2.9,-1,-101.14,37.13,-210.85
1.76,-2.06,-2,13.13,-7.68,-131.78
0.79,-1.17,2,205.83,173.97,92.82
3.0,-2.37,1,-31.35,224.71,93.39
3.07,-1.6,1,-218.35,219.53,141.52
1.47,-2.13,-1,104.2,-79.85,-95.11
1.42,-3.11,-1,-112.9,-57.28,-154.13
0.45,-2.7,0,-46.27,-145.75,-128.92
1.67,-2.32,1,212.73,95.26,20.05
2.8,-2.82,0,137.46,38.35,-1.15
1.38,-0.97,1,164.69,307.78,80.79
0.54,-0.52,-1,313.89,-38.53,-56.15
2.39,-0.17,1,-303.17,182.14,184.49
0.24,-0.46,0,380.01,-25.84,-12.61
2.88,-0.54,-1,-186.26,253.57,76.78
1.22,-2.02,1,262.65,54.65,11.46
0.44,-2.53,0,-11.39,-170.36,-119.75
1.1,-2.59,1,184.16,-74.9,-28.07
2.4,-1.21,1,-123.0,314.36,125.48
1.3,-2.38,-1,32.67,-102.9,-119.18
1.46,-1.05,1,154.41,309.35,80.79
2.03,-0.46,-1,51.93,316.68,32.66
0.16,-2.45,1,78.72,-202.0,-73.91
2.21,-2.14,-1,129.85,9.22,-53.29
3.07,-0.96,-1,-138.61,237.3,63.6
1.97,-0.81,-1,129.72,259.67,9.17
0.13,-1.42,-1,79.29,-205.86,-131.21
0.48,-1.18,0,314.17,-107.47,-40.11
2.8,-1.38,0,-83.43,300.6,81.36
0.21,-0.61,-1,268.98,-151.63,-80.21
2.03,-2.22,1,159.67,186.14,46.41
0.58,-2.54,-1,-68.45,-72.51,-169.6
0.79,-2.08,-1,41.88,-130.37,-131.21
0.28,-0.83,1,352.82,24.52,25.78
2.71,-0.51,-1,-147.48,280.65,68.75
2.16,-1.92,0,180.31,169.88,13.75
0.53,-3.11,1,0.94,-133.5,-90.53
2.28,-2.21,-1,122.74,3.54,-53.29
1.06,-0.37,-1,287.62,156.5,-17.76
1.34,-2.86,1,149.16,-67.87,-29.79
2.7,-0.76,1,-291.81,202.83,168.45
0.09,-2.34,1,88.8,-212.83,-71.62
0.45,-2.74,1,67.44,-166.17,-73.91
1.83,-0.95,-1,178.57,210.29,-6.88
0.57,-1.92,1,260.04,-101.27,-20.05
1.79,-1.39,1,113.56,305.62,80.21
3.07,-2.99,0,129.5,30.08,4.58
1.19,-2.12,-1,80.34,-105.23,-110.58
3.04,-2.23,0,49.94,201.5,46.41
2.02,-2.29,1,165.71,169.12,41.83
0.62,-1.17,0,327.46,-60.36,-31.51
0.92,-1.18,0,330.02,36.59,-14.9
2.97,-1.71,0,-48.58,269.74,72.19
0.83,-3.12,-1,-126.48,17.35,-188.5
0.77,-2.44,1,182.35,-119.59,-38.39
0.76,-1.99,1,264.26,-62.6,-13.18
0.27,-2.55,1,77.9,-188.52,-73.34
1.97,-1.51,-1,177.46,110.65,-30.94
1.63,-1.45,1,169.73,273.24,67.61
0.98,-0.45,1,189.88,303.58,87.66
0.15,-2.92,1,-18.31,-155.21,-101.41
2.8,-2.99,-1,53.49,-101.69,-68.18
0.13,-1.3,0,230.34,-222.54,-67.04
1.97,-1.44,0,173.8,251.22,30.37
3.13,-2.07,-1,63.33,122.71,3.44
1.74,-2.71,1,181.54,24.81,1.72
1.09,-0.21,1,103.39,339.29,107.72
2.05,-0.03,0,-172.84,349.56,115.74
2.69,-1.54,-1,64.68,194.82,8.59
0.03,-0.75,0,325.41,-167.54,-41.25
3.14,-0.39,1,-356.83,-24.48,214.86
2.02,-2.05,0,203.43,109.3,-1.72
3.11,-1.81,0,-60.39,254.63,74.48
2.97,-0.76,-1,-159.75,248.16,69.33
0.88,-0.53,0,327.07,189.35,20.05
2.43,-1.88,-1,129.43,96.3,-25.78
2.94,-0.88,-1,-124.9,254.19,60.73
1.28,-2.83,1,150.8,-73.38,-31.51
0.33,-2.36,-1,-63.83,-88.88,-173.61
1.82,-0.58,2,-119.21,236.16,185.64
0.33,-1.04,1,346.14,-5.44,16.62
2.73,-1.84,1,-78.11,276.46,108.29
0.11,-0.64,1,357.28,7.43,26.93
2.13,-0.77,-1,79.9,283.12,20.63
2.92,-0.66,-1,-169.74,252.67,72.19
2.46,-2.35,0,157.47,110.45,6.3
0.14,-0.17,-1,325.6,-97.21,-59.01
2.72,-2.1,0,92.99,204.27,35.52
1.74,-1.15,1,83.63,330.45,91.1
0.57,-2.97,1,35.68,-145.77,-80.21
1.96,-0.15,1,-203.05,288.9,161.0
1.64,-0.19,-1,123.73,315.29,25.78
0.35,-1.26,-1,158.65,-180.65,-109.43
2.78,-2.55,0,131.56,105.26,13.18
0.89,-2.79,1,120.61,-123.83,-51.57
1.93,-1.45,-1,182.43,117.14,-29.79
0.5,-1.81,-1,60.03,-159.35,-132.35
0.75,-2.54,1,158.35,-130.62,-45.26
2.45,-3.0,1,127.76,71.51,25.78
0.18,-0.27,0,386.85,-0.09,-5.16
0.11,-0.75,-1,224.5,-193.05,-93.97
2.8,-0.19,0,-346.61,175.34,149.54
1.36,-1.06,-2,134.64,36.62,-97.4
0.72,-1.89,0,199.17,-153.68,-67.04
0.66,-2.52,1,150.44,-143.42,-49.27
2.05,-0.11,-1,-30.18,341.58,53.86
1.24,-1.39,1,256.56,201.19,48.7
2.77,-1.83,-1,85.31,144.39,-3.44
2.64,-0.87,1,-260.84,237.14,158.71
2.07,-2.82,1,158.84,57.68,14.32
3.09,-2.44,0,77.15,164.05,37.24
2.64,-1.35,-1,46.61,224.59,16.62
0.2,-2.07,-1,-36.14,-133.27,-164.44
0.28,-0.97,-1,209.74,-175.9,-96.83
1.05,-2.02,-1,87.64,-114.25,-112.87
0.02,-2.15,-1,-68.98,-109.11,-179.34
3.0,-2.83,-2,-33.89,-85.32,-104.85
1.89,-1.51,1,104.58,299.29,79.07
2.06,-0.23,0,-127.73,366.07,104.85
0.33,-1.4,1,315.08,-81.0,-4.01
1.39,-2.78,-1,-48.23,-88.76,-136.94
2.87,-3.0,1,87.5,117.38,49.85
0.07,-0.08,-1,328.82,-102.3,-57.87
1.23,-2.52,0,115.5,-127.29,-73.91
1.06,-0.24,1,120.18,334.44,104.28
2.46,-2.32,-1,112.59,1.53,-49.27
1.32,-2.94,-1,-86.84,-68.68,-150.11
0.3,-1.32,1,322.21,-74.96,-1.15
1.31,-1.94,1,259.77,96.03,21.2
2.79,-1.65,0,-13.47,281.02,65.32
1.19,-1.04,0,305.4,159.54,8.59
0.37,-0.5,-1,305.57,-87.42,-64.74
1.29,-1.26,0,295.91,132.71,1.72
1.01,-1.39,0,310.59,13.65,-21.77
2.0,-0.41,0,-59.09,378.16,91.1
1.7,-1.69,1,182.39,240.3,57.87
2.09,-2.02,0,194.86,131.05,4.01
2.25,-1.13,0,31.61,335.18,64.17
0.15,-1.49,-1,67.85,-200.53,-134.07
0.91,-2.02,0,195.4,-130.25,-63.6
1.66,-1.47,-1,205.71,59.88,-46.41
0.3,-1.03,2,259.58,75.89,72.77
1.5,-1.16,-1,234.45,93.32,-37.82
3.0,-0.87,-1,-142.2,246.12,64.74
2.9,-0.22,-2,-141.53,170.74,38.96
1.26,-1.61,-1,190.35,-47.65,-77.35
1.8,-2.44,-1,65.75,-80.72,-93.97
2.2,-1.48,0,118.96,276.54,41.25
2.68,-0.42,1,-328.15,142.87,186.78
1.04,-0.02,1,77.39,339.99,115.74
0.22,-2.58,-1,-92.32,-35.04,-192.51
2.88,-1.84,-1,70.13,150.93,2.29
2.5,-1.83,0,99.64,239.26,38.39
0.67,-1.09,-1,240.13,-100.81,-81.36
2.46,-1.54,1,-66.68,307.49,110.01
2.42,-0.08,0,-278.44,272.68,134.07
1.62,-0.13,0,14.59,388.99,85.37
2.31,-2.25,0,171.95,111.66,3.44
1.85,-0.37,0,-12.25,383.89,84.8
0.39,-2.07,0,91.9,-209.03,-96.26
2.2,-1.14,1,-74.04,333.26,118.03
2.12,-2.65,0,156.47,-20.56,-30.37
1.66,-2.88,1,159.96,-20.97,-12.61
3.12,-1.32,0,-189.04,256.01,103.13
0.71,-1.68,-1,121.55,-142.27,-112.87
2.19,-0.41,0,-129.45,360.2,101.99
1.75,-2.18,1,204.44,143.88,32.66
1.3,-1.17,1,219.14,259.69,64.74
1.84,-1.74,0,224.13,151.27,5.73
0.01,-1.82,0,68.39,-251.3,-103.71
0.68,-1.83,-1,83.03,-145.71,-123.19
1.22,-2.97,1,116.62,-94.45,-42.97
3.04,-2.94,-1,80.83,-75.67,-51.57
2.51,-1.82,0,95.6,242.26,39.53
3.12,-0.49,1,-358.13,5.45,207.98
1.03,-0.13,-1,277.09,200.3,-5.73
1.25,-2.38,-1,27.49,-104.4,-122.04
2.92,-3.01,0,132.13,5.2,-5.16
1.9,-0.89,-1,157.11,234.41,0.57
3.1,-2.86,-1,90.62,-53.25,-43.54
0.36,-0.66,1,345.29,91.13,40.11
2.38,-2.53,-1,87.56,-48.38,-65.89
0.7,-2.09,1,243.04,-93.56,-22.35
2.25,-1.66,1,23.86,303.45,91.1
1.11,-0.02,-1,247.4,243.39,5.16
0.95,-1.96,2,216.09,104.34,56.72
2.43,-0.01,0,-293.65,256.65,138.66
1.39,-2.77,-1,-46.06,-89.47,-136.36
1.26,-2.55,-1,-9.86,-98.94,-131.21
0.38,-0.36,-1,323.11,-57.15,-56.15
1.14,-0.85,1,214.88,280.2,73.91
2.65,-0.45,-1,-144.0,287.63,68.75
0.52,-1.54,1,310.83,-48.78,-1.15
1.02,-0.21,1,126.87,331.23,103.71
2.71,-2.28,1,18.33,237.29,81.93
0.95,-0.62,0,321.59,190.0,18.91
2.44,-1.04,1,-173.06,299.83,137.51
2.41,-1.51,-1,113.43,175.7,-5.73
1.94,-2.69,0,143.33,-55.99,-42.97
2.59,-0.52,-1,-110.54,296.3,61.31
1.93,-2.92,1,155.62,14.32,0.57
